text,label
unsubscribe from your company newsletter,17
i need information about the removal of my platinum account,11
i'm trying to retrieve the access key of my account,20
i need to check the early termination fee,3
where to see the current status of order order number ?,25
i want help to cancel order order number,0
updating info on platinum account,14
whag do i need to do to cancel order order number,0
refunding currency symbol refund amount,16
i don't know what to do to download the invoice 37777,15
i don't know what i need to do to download my bill 12588,15
i do not know what i have to do to get my invoice 00108,15
i have to contact a human agent,9
using premium accouny,24
i have got to modify my personal info,14
i have an trouble editing the address,2
wanna locate my invoice from person name how do i do it,4
would it be possible to comtact an agent?,9
could you help me to request a compensation of my money?,16
cancel standard account,11
i need help seeing how long the shipment takes,13
can i see the current status of the compensation?,26
d uship to delivery city,12
"i want to check your regund policy, help me",6
how to check how soon can i expect my parcel?,13
is it possible to recover my account pwd,20
can i check when my bloody shipment is gonna arrive,13
i don't know what i need to do to speak to a live agent,9
can ya help me to demand an refund,16
help me to see ur allowed payment modalities,5
asxsistance receiving your newsletter,17
want assistance to see what shipment methods are there,12
need assistance to lodge a customer claim against ur company,7
want assistance to order something,19
i dont know how i can create a account category account,10
i want a premium acocunt could ya help me opening it,10
could i cancel the company bloody newsletter subscription,17
i have to leave feedback about yoour products,22
help lodging a complaint against your organization,7
i am trying to oredr several of your article,19
can you help me request a rebate of money?,16
help me to delete some products from purchase order number,1
how can i see when my article is going to arrive?,13
can you help me getting invoice 37777?,15
assistance to demand a rebate,16
find information about the termination of a standard account,11
i'd like to see the withdrwaal fee how can i do it,3
help seeing the methods for delivery,12
help me to see the termination chrages,3
"i have got to leave my feedback, i need assistance",22
how can i ask for a restitution of my money?,16
i need assistance correcting the user info,14
"i need to modify my damn user profile, how can i do it?",14
need help to take an quick look at my invoice 12588,4
where do i set a different deivery address up,23
i cannotcancel my subscription to your corporate newsletter,17
i need to check if there are any news on my restitution,26
is it possible to order from delivery city ?,12
help me sending my feedback about your services,22
i want help to purchase something,19
i expect an rebate of refund amount dollars,26
what is the early termination fee,3
troubles setting my secondary delivery address up,23
can i check the eta of order order number ?,25
can uhelp me contact an assostant,9
hep changing some products of an order,1
where can i ask for compensations of money,16
how could i list your payment options?,5
can you help me inform of a problem with signup?,21
change a damn item of purchase order number,1
check current status of order order number,25
need help to contact a human agent,9
where to check the options for shipment,12
want assistance to check purchase order number status,25
edit platinum account,14
"i have got to use the gold profile, can you help me?",24
see the available payment modalities,5
can you help me switching to the account type account?,24
i want assistance to inform of a problem with registrations,21
need to check under what circumstances can i request refunds,6
how do i see at what time i can contact customer service?,8
i'm looking for the options for delivery can i get some help,12
i need help to demand a rebate of my money,16
i want to acquire a product,19
i expect a rebate of currency symbol refund amount has it been processd already,26
i do not knwo what to do to inform of issues with a signup,21
i am trying to order some of your product,19
where to see if there are any updates on my compensation,26
i need help with opening my platinum account,10
could ya help me get my invoice 37777,15
i'm waiting for a rebate of currency symbol refund amount,26
watn help to change to the premium account,24
i need to switch a product of order order number,1
i need assistance to receive a rebate of money,16
is it possible to enter the secondary shipping address?,23
there are errors trying to correct my address,2
i try to check the restitution status,26
"i can't understand a word you say, speak with a human agent",9
need help to get the bill from person name,15
need help to check ur available payment modalities,5
allowed payment methods,5
want help to see in what cases can i request reimbursements,6
what do i have to do to chheck purchase order number status,25
i do not knw what to do to cancel my pro account,11
help me to see what hours i can contact customer assistance,8
i don't know what to doto speak to someone,9
help me seeing your accepted payment methods,5
can utell me about a shipping addres modification,2
showing me eta of purchase order number,25
"i need to swap an item of order order number , help me",1
can i swap some items of purchase order number ?,1
where to ask for a rebate of money,16
locating order order number,25
i have to check what hours customer support available is,8
want asistance checking the eta of the order order number,25
i call to lodge a consumer claim against your organization,7
what di i need to do to give a quick look at the bill 12588,4
i'd liketo see the eta of the purchase order number help me,25
help to check how soon can i expect the package,13
i want help making a complaint against your company,7
i cannot see if there are any news on my rebate,26
i want to lodge a reclamation,7
where do i inform of errors with online payments?,18
can ya help me to get the bill from person name,15
where to download my bills from person name ?,15
how can i see what delivery methods are available?,12
where to check what payment options you accept?,5
"i expect a refund of refund amount dollars, has it been processed?",26
i don't know how to change to the pro account,24
how do i see when my item is going to arrive?,13
purchase order number status,25
i ned to speak to customer service,8
show cancellation penalties,3
i want to check at what time i can contact customer support,8
i want help talking with a person,9
i do not know what to do to notify of payment problems,18
need assistance creating a freemium account,10
"the payment failed, where do i notify of errors?",18
want assistance to find the bill 85632,4
check cancellation charges,3
what do i have to do to acquire several products?,19
i try to inform of a trouble with online payment,18
need help leaving my feedback about your company,22
i do not know how i can buy an article,19
"i have got to see when will my item arrive, can you help me?",13
need help to set my delivery address up,23
help me to create a account type account,10
is it possible to see the available pyment options,5
help me seeing how soon can i expect my parcel,13
is it possible to talk to customer service,8
where to submit a different delivery address,23
i can't correct purchase order number,1
"i ain't happy with your work, help lodging a consumer claim",7
"i would like to check the delivery options, how to do it?",12
i need help to change the delivery address,2
i do not know how to recover my profile password,20
can ya help me lits the available payment options,5
there are errors setting up a different shipping address,23
want help to see ur reimbursement policy,6
can ya help me updating the details included on my account,14
can i get in touch with customer support,8
cancel pro account,11
updating data on account type account,14
can you help me report a problem with online payment?,18
"i want to file a damn consumer claim, how can i do it?",7
i need help giving a quick look at the bill from person name,4
i need assistance to change to the account type account,24
i don't know what i need to do to check bill 37777,4
help me to use the account type profile,24
is it possible to order from delivery city ?,12
can i check the available payment options ?,5
editing information on account type account,14
"you are not helpful, i need help chatting with an assistant",9
"i have to see when will my product arrive, how to do it?",13
i need help to switch several articles of order order number,1
changing data on pro account,14
can you help me checking the cancellation charge?,3
i need help demanding a compensation,16
what do i have to do to delete the freemium account,11
is it possible to submit feedback for ur services,22
wanna see how long it takes for my purchase to arrive,13
how do i inform of payment issues,18
i do notg know how i can inform of a problem with signup,21
help me to edit my address,2
i want help to use the fucking premium account,24
ya have a way to send some feedack for ur company,22
"i would like to get my invoice from person name , how to do it?",15
need to use the fucking account category profile can i get some hepl,24
i call to write an opinion for a service,22
i need assistance cancelling uprchase order number,0
i dont know what to doto check ur money back policy,6
edit info on freemium accunt,14
i do not know how i can switch to the account category account,24
i try to correct order order number,1
help me entering my secondary delivery address,23
i want a freemium account,10
"i have got to see your money back policy, how can i do it?",6
i don't know how i can check the fucking withdrawal charges,3
i want help resetting my user pass,20
i do not know how to subscribe to the corporate newsletter,17
i do not know hows i could open a standard account,10
"i paid currency symbol refund amount for this purchase, i want my rebate",16
i want to check in which situations can i ask to be refunded,6
i cannot recover my account pin code,20
i do not know what i need to do to remove the account type account,11
could i retrieve my user account password?,20
assistance to contact an agent,9
wanna know about unsubscribimg from ur newsletter,17
want assistance to cancel order order number,0
assistance seeing in which cases can i request refunds,6
i want assistance to inform of a problem with registrations,21
i have to spak to someone,9
i try to see in what situations can i request to be refunded,6
i try to talk with an assistant,9
i do not know how to leave an opinion for a service,22
how to make a damn customer claim against your business?,7
"i have got to edit my account, how to do it?",14
i try to notify of troubles with online payment,18
can you help me make a claim against your company?,7
could i add a product to order order number ?,1
is there a section to send feedback about ur services,22
is it possible to order from delivery city,12
i no longer need my fucking pro account help me to remoe it,11
i need to swap some items of purchase order number,1
"someone stole my user key, help me retrieving it",20
i need assistance to delete my account type account,11
what do i need to do to write an opinion for your products?,22
find information about opening a account type account,10
"i bought some items, i need help to cancel purchase order number",0
i want help to look for my invoice 85632,4
i do not know how i can leave an opinion,22
how can i make a consumer complaint against ur company,7
can i order from delivery city ?,12
i am trying to see how long refunds usually take,6
where can i submit my feedback for ur company,22
new pro acount for wife,10
i don't know how i can create a account type account,10
i'd like to inform of an issue with signup help me,21
i awnt assistance finding my invoice 37777,4
i need to update purchase order number,1
i can't unsubscribe to your newsletter,17
i'm waiting for a compensation of currency symbol refund amount,26
updating detais on standard account,14
want help to recover my user profile password,20
would it be possible to chat with somebody?,9
i want to check the current status of the refund,26
is it possible to report an error with registrations,21
assistyance to file a damn claim against ur organization,7
"i would like to check the fucking delivery methods, help me",12
i need help ordering some of ur article,19
can you help me check the termination charge?,3
i try to correct the shipping address,2
subscription to ur corporate newsletter,17
reimbursing refund amount ddollars,16
want help to create a account category account for my fiance,10
i try to cancel purchase order number,0
i want help talking with someone,9
i'd like to order some of ur article how coupd i do it,19
i need to remove an article from purchase order number,1
switch to platinum account,24
need to file an fucking consumer claim can i get some help,7
how do i look for the fucking invoices from person name ?,4
i have to see how long it takes for my purchase to arrive,13
where can i unsubscribe to your companynewsletter?,17
i need assistance to look for the invoice from person name,4
modifying info on freemium accoumt,14
i don't know how to check how soon can i expect the product,13
wanna check how soon can i epect my delivery help me,13
get invoice from 7 purchases ago,15
assistance to use the account category profile,24
i have a queston about the payment,18
i want help to cancel purchase order number,0
want help to check what hours i can reach customer service,8
i need assistance to cancel purchase order number,0
want help to solve errors with payment,18
i do not know how to call customer assistance,8
i call to lodge a customer complaint against ur organization,7
where can i see the available payment modalities ?,5
i do not know how to see when my delivery is gonna arrive,13
how to shop some articles?,19
i expect an compensation of refund amount dollars,26
i have to list your goddamn available payment modalities,5
notify of issues with online registration,21
i don't know how to list your allowed payment methods,5
help me ask for a rebate,16
wanna get my bloody bll from person name,15
remove item from order order number,1
"i paid currency symbol refund amount for an article, i want my compensation",16
i want assistance changing to the premium account,24
"i am not registered, i want assistance opening a account type accont",10
need help to see what payment options are allowed,5
i am tryinng to create a account category account,10
want assistance to reporta payment error,18
help me solve troubles with payments,18
i need help sending feedback for your company,22
can you help me get a restitution of my money?,16
can i update the information included on my user profile,14
assistance correcting my delivery address,2
can i restore my access key?,20
can i sde the termination fee,3
i need assistance talking with customer service,8
tell me about correcting the shipping address,2
i want to talk to a live agent,9
i exxpect a rebate of currency symbol refund amount,26
how long until i get a compensation of money?,16
directing to operator,9
i do not knwo how to cancel order order number,0
troubles entering a fucking secondary delivery address,23
refund currency symbol refund amount,16
what do i need to do to speak with somebody?,9
help calling customer support,8
i want assistance deleting a account category account,11
i don't know what i have to do to reset the pass of my user,20
need assistance listing your accepted payment modalities,5
i'm trying to find shpping period help me,13
i do not know what i need to do to remove my gold account,11
reporting issue opening user profile,21
need to check in what cases can i ask for a reimbursement,6
i need help checking the withdrawal fee,3
can i order frrom delivery country,12
"i do not want this item, i try to cancel order order number",0
help submitting some feedback for ur products,22
there are troubles editing my address,2
wanna inform of errors with online payment can uhelp me,18
help to use the account category profile,24
update data on account type cacount,14
i try to see in what situations can i ask for reimbursements,6
what do i need to do to speak to customer service?,8
what do i need to do to dowjload my bill 00108,15
assistance to inform of problems with signup,21
can i see order order number status?,25
assistance notifying of troubles with payments,18
update info on account type account,14
could ya help me get my goddamn invoice from person name,15
wanna know more about opening a account category account,10
could you help me changing to the account type account?,24
switch to pro account,24
how to notify of an issue with bloody signup,21
"i want to contact customer support, can i get some help?",8
i want help to ask for my money back,16
correcting information on pro account,14
i am trying to submit a new shipping address,23
i have problems with opening a account category account,10
could you help me leaving an opinion about a product?,22
shipments to delivery city,12
can you tell me your allowed payment modalities?,5
getting refund,16
help me call customer assistance,8
can ya help me to modify the info on my account,14
i want information about correcting purchase order number,1
i cannot subscribe to the newsltter,17
i want assitsance to see when my package is going to arrive,13
how to use the premium profile?,24
wanna get my bill from person name,15
i try to chat with an assistant,9
"i do not have a bloody pro account, need help to open one",10
help to lodge a consumer claim against your company,7
need help to list ur accepted payment options,5
where do i look for the invoice 12588?,4
"i don't want the freemium account, i need help to close it",11
i want to locate purchase order number,25
want assistance opening a platinum account for my dad,10
"i don't need the damn platinum account, i try to close it",11
"i have got to reset my profile access key, can you help me?",20
cancelling order order number,0
can uhelp me checking the eta of order order number,25
how could i leave a goddamn erview about a service,22
i have got to see in which situations can irequest a refund,6
i can't edit purchase order number,1
i have an issue editing the address,2
"i cannot pay, help to inform of problems with payment",18
"i have to check the restitution status, how can i do it?",26
i want assistance seeing ur avbailable payment options,5
i have got to see how soon can i expect the fucking item,13
i need information about the termination of a account type account,11
what is order order number status?,25
i want to open a account category account for my fiance,10
help me checking in which cases can i request refunds,6
how can i subscribe to the company newsletter?,17
want help to lodge a customer claimagainst your company,7
can uhelpp me filing a reclamation against ur business,7
assistance checking the restitution current status,26
can you help me correcting purchase order number ?,1
do you have a mail to get in touch with cusomer assistance?,8
there is an issue setting up my delivery address,23
i need assistance seeing my reimbursement current status,26
i have got to see your money back policy,6
help me order some of your product,19
show me in what situations can i request refunds,6
i don't know how i could see purchase order number status,25
want help to check if there are any news on my refund,26
can i see order order number status?,25
how do i make a complaint against your business?,7
i need to switch to the standard acconut,24
how to enter another shipping address?,23
update data on premium account,14
help locating my bill from person name,4
see in what situations can i request refunds,6
i need assistance with canceling order order number,0
"i have to cancel my subscription to the newsletter, help me",17
want help to order a few of your article,19
i do not know what i have to do to create a pro accoun,10
there is a trouble setting a secondary shipping address up,23
i have to report issuse with a sign up,21
how do i create a freemium account for my daughter?,10
what do i need to do to look for my bill 37777,4
makie complaint,7
assistance to get a rebate,16
can you help me to speak with a bloody operator?,9
i do not know how to receive the corporate newsletter,17
i have got to restore my user acxcount pin code,20
how can i modify the address?,2
can i speak with someone,9
how to reset my profile pin,20
i do not know what i have to do to cal customer service,8
is it possible to see the early termination penalty,3
where could i sign up to your fucking company newslettrer?,17
i want to cancel my subscription to your newsletter,17
i dont know what i need to do to switch to the account type account,24
need help talking to a live agent,9
i need assistance to see when my product is going to arrive,13
see in which situations can i request a refund,6
i want assistace to request a compensation of my money,16
open gold account for wife,10
i want assistance to change to the account category account,24
i do not know how i can buy a few of your article,19
remove pro accoint,11
i have got to check how long the shipment takes,13
i want to shop several articles,19
can i check your available payment options?,5
help to use the bloody gold profile,24
i need help to see how long refunds take,6
i have to check what shipment options uoffer,12
i need help restoring myt user profile pin code,20
i aint registered yet could i open a pro account withyou,10
where can i get the bill 85632?,15
help me earning several of ur item,19
i want help to swap several products of purchase order number,1
help me check in which cvases can i ask for my money back,6
is it possible to leave feedback about ur products,22
i am calling to file a complaint against your organization,7
can you help me talk with someone?,9
i need assistance informing of a problem with sign up,21
where can i report an error with payments?,18
i want assistance seeing your available payment modalities,5
need to set my secondary delivery address up how do i do it,23
i do not know how to report errors with payments,18
can you tell me more about an address change?,2
i'm trying to file a consumer claim against ur business,7
wanna know more about correcting the deilvery address,2
i need help to leave an opinion for a service,22
i have to see the early termination penalties how to doo it,3
reporting payment issues,18
i need assitsance sending my feedback for a product,22
i have to see how soon can i expect the purchase,13
i have to see in what cases can i request a refund,6
need assistance to enter the shipping address,23
assistance reporting problems with signup,21
"i need to change to the pro account, how can i do it?",24
need help to correc order order number,1
i don't know how i can earn a few of your article,19
help to receive the corporate newsletter,17
help seeing in what situations can i ask for refunds,6
i want help to create a different damn platinum account,10
wanna modify the details on my user profile can ya help me,14
i do not know what to do to get invoice 12588,15
wanna edit the info on my account i need help,14
help me seeing the eta of order order number,25
cancelling purchase order number,0
change details on account type account,14
i dont want order order number,0
i don't know what i have to do to cancel a premium account,11
how can i see the early exit charge,3
i dont know what i have to doto get refunds of my money,16
need to use the premium account,24
"i have to see how long refunds take, i need help",6
where do i open a different bloody premium account?,10
how can i check the eta of the purchase order number ?,25
can i get the bill from person name ?,15
see order order number status,25
i want help to purchase several damn products,19
where do i receive ur company newsletter,17
"i have got to see the shipping options, how to do it?",12
how do i check the status of purchase order number,25
i cannot see order order number damn current status,25
i have issues entering a new delivery address,23
notify of a signup issue,21
i want assistance reporfting an error with signup,21
is it possible to inform of an error with registrations,21
i have to sue the account type profile how can i do it,24
i have to reset my pwd can ya hepl me,20
send me invoice 12588,15
help to talk with customer assistance,8
do you have an address to send my feedback for a product?,22
what do i need to do to order a few of your product?,19
i need assistance to check the early exit penalty,3
i want help to inform of a registration issue,21
need assistance seeing when will my parcel arrive,13
i don't know what to do to notify of an sisue with sign up,21
is it possible to cancel my newsletter subscription?,17
i have got to see the early exit penalpties,3
i amtrying to shop some products,19
help to check how soon can i expect my shipment,13
i want to check what hours i can reach customer support,8
refund refund amount dollars,16
see what hours i can reach customer service,8
"i can't find the cancellation penalties, can you help me?",3
wanna change the info on my account can i get some help,14
can i order from delivery city,12
where can i retrieve my user pwd ?,20
ya have a method to send a comment about a product,22
can uhelp me to retrieve the pass of my account,20
could you help me to speak with an operator?,9
where do i restore my pin code?,20
i am trying to inform of a payment error,18
assistance checking the withdrawal penalties,3
want help listing ur allowed payment methods,5
help me changing a fucking product of purchase order number,1
need help asking for a reimbursement ofmy money,16
i want help to give a quick look at the invoice 00108,4
need help using the platinum profile,24
can you show me what delivery methods are available?,12
i need assistance to list the accepted payment options,5
where do i see my rebate status?,26
is it possible to buy some items?,19
what do i have to do to inform of a signup error,21
i'm trying to report problems with a signup,21
do you have a method to leave a review about a service?,22
i would like to change to the goddamn account type account,24
i try to send feedback for a product,22
assistance using the account type account,24
"my card was declined, where do i report a payment error?",18
i want assistance switching to the account category account,24
modifying details on account type account,14
assistance to give a quick look at bill 00108,4
assistance checking my bill from person name,4
in whichsituations can i ask for a refund,6
"i need to set a secondary delivery address up, help me",23
i have to see in which cases can i ask for erimbursements,6
"i need to speak to customer support, can i get some help?",8
i want heop to recover my pass,20
i do not know what to do to download the bioll 85632,15
need help signing up to ur newsletter,17
is it possible to see the cancellation charges?,3
i don't know what to do to file a recpamation,7
"i entered a wrong address by mistake, could i update it?",2
"i need to see how soon can i expect my shipment, help me",13
help me seeing in which situations can i request a refund,6
i cannot swap some items of order order number,1
i want help to see when my package is gonna arrive,13
i need assistance sending my feedback for ur services,22
want assistance cancelling purchase order number,0
can i download bill 37777?,15
"i want to check your money back guarantee, i need help",6
assistance checking what hours i can reach customer sdupport,8
switch several items of order order number,1
i submitted an wrong address how can i edit it,2
where to set up my delivery address,23
do you edliver to delivery country ?,12
i do not know how to demand refunds,16
i need help solving a troouble with online payments,18
check in which cases can i ask for a refund,6
problem with account type account cancellations,11
help me to notify of errors with payments,18
i do not know what i have to do to order some articles,19
"i want to update the address, i need assistance",2
what do i have to do to see the status of purchase order number,25
changing data on platinum account,14
what do i need to do to switch to the premium account,24
i dont know what to do to speak with someone,9
i'd like to correct the bloody dadress can i get some help,2
what do i have to do to see ur money back guarantee,6
i do not know how i can look for the invoice from person name,4
can you tell me more about correcting the bloody address?,2
i want help seeing when will my itwm arrive,13
i need to get my goddamn invoice from person name,15
can ya help me to close my account type account,11
i want help to unsubscribe from the company newsletter,17
"i don't want a bot, transfer to me a damn operator",9
need to inform of problems with online payment,18
want help to deletd a damn article from order order number,1
help to make a complaint against your business,7
rebating refund amount dollars,16
how can i see how soon can i expect my order?,13
i don't know how i could delete the standard account,11
deliverids to delivery country,12
i want assistance calling customer support,8
where do i lodge a reclamation against your organization?,7
assistance with cancelling pucrhase order number,0
"i do not want the item i purchased, can i cancel the order?",0
how do i check the options for shipment?,12
download bills from person name,15
i want help creating a new damn standard account,10
i want to see when will my product arrive,13
can i look for bill 37777,4
i expect a refund of refund amount dollars,26
where to find my invoices from person name,4
where can i see the early termination fees,3
i want assistance earning some products,19
i don't know how i can see your money back guarantee,6
i want assistance using the account category account,24
i need assistance resetting my account password,20
help to get my bill from person name,15
i dont know wha i have to do to locate my bill 00108,4
i am waiting for a damn rebate of refund amount dollars,26
what do i need to do to chat with somebody,9
"i don't have a bloody standard account, can i open one?",10
"you aren't helpful at all, direct to me a damn assistant",9
need assistance witgh cancelling order order number,0
wanna check how long it takes for my package to arrive,13
trouble setting up my secondarydelivery address,23
"i paid currency symbol refund amount for a product, i want my rebate",16
want help reporting issues with online payments,18
"i would like to enter a new delivery address, help me",23
want assistance to write an opinion about ur productd,22
i do not know what i need to do to download the bill 85632,15
i want assistance cancelling purchase order number,0
using account type accouny,24
"i want to change the information on my account, i need help",14
"i need to report a fucking registration error, help me",21
i want help talking with a live agent,9
is it possible to update order order number ?,1
where can i inform of a damn sign up issue?,21
"i am experiencing issues trying to sign up, what can i do ?",21
problem with cancelling purchase order number,0
can i see thed status of my subscription to ur newsletter,17
i want help to notify of errors with payments,18
i have to check in which cases can i request a refund,6
modifying ingormation on account type account,14
i want help to file a claim against your organization,7
i call to lodge a consumer reclamation against your business,7
i want information about the cancellation of a pro account,11
"i would like to earn several products, how could i do it?",19
creating new pro account,10
want help sending feedback for a product,22
could you help me informing of an issue with payments?,18
i want help to see the payment modalities,5
i have an issue trying to change my shipping address,2
what od i have to do to download bill 00108,15
"i want to see how long the shipping takes, how can i do it?",13
tell me about cancelling my company newsletter subscription,17
could you help me to see how long reimbursements take?,6
change order order number,1
how to leave my feedback for a product,22
can you help me to modify my user information?,14
another account type account,10
i want to know more about opening a account type account,10
want assistance to enter a new delivery address,23
modify order370795561790,1
i need help with adding a producft to order order number,1
i have to download my bill from person name,15
is there an address to leave a review for a service,22
can ya help me ask for restitutions of my money,16
i can't see the eta of purchase order number,25
i have to see what shipping options i have,12
help me canceling purchase order number,0
"i need to talk to an operator, could i get some help?",9
i do not know how to submit some feedback for a servicd,22
i do not know how i ca cancel order order number,0
want help receiving ur newsletter,17
"i need to talk with customer service, how could i do it?",8
i want to see in which situations can i ask for refunds,6
"i lost my user password, would it be possible to recover it?",20
want assistance seeinhg how long the shipment takes,13
i have got to talk to customer support,8
reimburse currency symbol refund amount,16
i need assistance reporting a registration issue,21
help to leave feedback for your company,22
i do not know how to make an order,19
can i see in which cases can i ask to be reimbursed?,6
there is an issue changing my address,2
how to locate bill 00108?,4
i want help retrieving the pin code of my user profile,20
i try to obtain restitutions of money,16
want help seeing in which situations can i ask for a refund,6
lodging consuer complaint,7
i want help seeing what payment options are allowed,5
i don't know how i can see the cancellation penalty,3
how long do refunds take?,6
i need assistance canceling purchase order number,0
"i need to see how long reimbursements take, how can i do it?",6
i want assistance checking how long refunds uaually take,6
want help obtaining refunds of my money,16
i don't know how i can see the early exit penalties,3
i want to set a new delivery address up,23
how could i use the standard profile?,24
help me deleting my account type account,11
what do i have to do to talk to a person,9
i have errors setting up my new delivery address,23
i'm trying to check what hours i can call customer support,8
i need assistance to omdify my address,2
have problems with canceling order order number,0
i want support modifying the address,2
i have got to delete a standard account,11
i expect a refund of currency symbol refund amount,26
question about my account type account cancellation,11
updating information on account category account,14
want assistance to give a quick look at my invoice 12588,4
where to send some feedback about your products?,22
sign up to company newsletter,17
"i cannot open a profile, help me to report signup problems",21
mail me my invoices from person name,15
withdrawal fee,3
where do i check how soon can i expect the delivery,13
i do not know how i could contact fucking customer support,8
is there a way to send a review for ur services,22
can uhelp me requesting reimbursements of my money,16
how to make a customer claim against your business?,7
i have to swap something of purchase order number,1
want help seeing thecancellation fees,3
i try to see the rebate status,26
where tofile a consumer claim against ur company,7
ii have got to chat with an operator,9
can you help me using the freemium account?,24
i expect a restitution of currency symbol refund amount was it processed already,26
can you help me see the current status of the rebate?,26
help me using the pro profile,24
can uhelp me to get in touch with customer support,8
help me seeing if there are any updates on the compensation,26
get invoices from person name,15
i have to locate purchase order number i need assistance,25
where to notify of an issue with a registration,21
can you help me shop several of your product?,19
i need assistance to buy several articles,19
want help to correct the damn info included on my profile,14
help me to leave feedback for ur services,22
i have paid currency symbol refund amount for this order i ened to get a refund,16
i do not know how to check what delivery methods are there,12
i do not know what to do to chat with a live agent,9
can you help me retrieve the access key of my user account?,20
are the charges of your services refundable?,6
problems with cancelling purchase order number,0
i am trying to retrieve the pin of my user profile,20
where do i enter my shipping address,23
help to buy a few of ur item,19
update order order number,1
can you show me when will my product arrive?,13
modiby data on account type account,14
i have a problem with a lost pwd,20
changing order order number,1
what payment methods are accepted?,5
help chatting with an operator,9
"i have to see the shipping options, could i get some help?",12
i want assistance to speak to someone,9
"i never use the damn gold account, can i delete it?",11
help to make a customer complaint,7
creating account,10
i need information about correcting the shipping address,2
i don't know what i need to do to see the shipment options,12
i have to delete several items from purchase order number,1
"i need to check the rebate current status, can you help me?",26
could uhelp me to contact an assistant,9
could you hlp me shopping some of your article?,19
"i lost invoice 00108, will you find it for me?",4
"i cannot pay, assistance reporting a trouble with payments",18
where do i check how long it takes for my package to arrive?,13
i want assistance checking when will my parcel arrive,13
where can i find information about creating a account type account,10
i call to downbload my invoices from person name,15
can uhelp me swap an item of order order number,1
"i can't afford this product, cancel order order number",0
i'm waiting for a reimbjrsement of currency symbol refund amount,26
help me checking the accepted payment options,5
i want help canceling purchase order number,0
need help to check the available payment modalities,5
what do i needto do to inform of registration issues,21
how could i obtain rebates of money?,16
how to checkur goddamn money back guarantee,6
helpme cancel the company newsletter subscription,17
i have to cancel my subscription to the corporate newsletter,17
i expect a bloody reimbursement of refund amount dollars,26
i want assistance to use the premium account,24
can i see the termination charges?,3
i need to report a sign up error,21
where to inform of an issue witha sign up,21
where can i submit my feedback for your company?,22
wanna reeive restitutions of my money,16
i'm trying to see purchase order number current status,25
can ya help me purchase several items,19
i do not know how i can send my feedback about your company,22
wanna recover the pin code of my profile,20
find ionvoice 12588,4
"i have got to see the current status of my refund, help me",26
help to ask for fucking refunds of money,16
i have got to check in which cases can i ask for refunds,6
"i have got to receive the corporate newsletter, i need help",17
i need help seeing what hours i csn call customer service,8
how can i erdit purchase order number ?,1
help me to reporty sign up issues,21
modifying account type account,14
i don't know how i can cancel purchase order number,0
where to inform of errorswith registrations?,21
buy some articles,19
see in which cases can i ask for my goddamn money back,6
i need assistance canceling roder order number,0
cancel account category account,11
i have problems with account type account removal,11
i don't know how to change to the account category account,24
i need help to correct the delivery address,2
i am waiting for an restitution of refund amount dollars,26
i am waiting for a rebate fo refund amount dollars,26
assistance seeing the invoices from person name,4
troubles with payments,18
i'm waiting for a restitution oof currency symbol refund amount,26
i can't unsubscribe from your corporate newsletter,17
is it possible to speakto a person?,9
i need assistance to get reimbursements,16
there are problems entering my shipping address,23
cancel gold account,11
"i can't find the cancellation penalty, can you help me?",3
i do not know how i can set up my new shipping address,23
need help talking to somebody,9
how do i file a consumer claim against ur business,7
where do i inform of a registration issue,21
i try to set up a shipping address,23
i have got to ask for rebates,16
i do not know how i can leave feedback for ur company,22
i have to speak with someone i need hrlp,9
want assistance to create a different damn premium account,10
want assistance switching an item of purchase order number,1
i call to get my bill 37777,15
i have issues editing my address,2
i don'tknow how to cancel my newsletter subscription,17
modifying data on gold account,14
"i need to call damn customer support, how could i do it?",8
can you help me cancelling purchase order number ?,0
want help to see purchase order number status,25
help me to change a product of purchase order number,1
i dont know what i have to do to receive thenewsletter,17
need assistnce to see how soon can i expect the purchase,13
updating info on standard account,14
i try to list your accepted payment options,5
update order order number,1
i dont know how to set a new shipping addrews up,23
where can i obtain reimbursements of money?,16
i try to check how long itg takes for the shipment to arrive,13
what do i have to do to notify of a damn payment problem?,18
i do not know how to talk with a live agent,9
i don't know what i need to do to chat with an operator,9
i want help to check wht hours i can reach customer service,8
wannha add a goddamn item to order order number,1
i want to see in what cases can iask to be refunded,6
i do not know what i need to do to download invoice 00108,15
problems with canceling purchase order number,0
where do i lodge a damn claim against your business?,7
want help closing a account category account,11
i have to see in what situations can i ask for a refund,6
i want assistance informing of a problem with bloody sign up,21
help me seeing what hours i can call customer support,8
i don't know what to do to delete my gold account,11
i have troubles changing the address,2
i can check the status of my company newsletter subscription,17
want help to swap a product of purchase order number,1
is it possible to use the gold profile?,24
i have got to delete a damn product from purchase order number,1
i need assistance trying to correct my delivery address,2
assistance to make a customer reclamation,7
changing informatiln on account category account,14
i expect a rebate of refund amount dollars,26
can you help me to download the invoice 37777?,15
i have got to request a restitution of my money,16
what do i need to do to purchase a product?,19
i want assistance to check how soon can i expect the article,13
i want assistance getting my invoice 00108,15
can ya help me to check the eta of the order order number,25
i try to see the eta of order order number,25
help to see the status of my rebate,26
help me receive a reimbursement of money,16
could uhelp me to close the goddamn account type account,11
i need assistance seeing the restitution status,26
how do i check the eta of purchase order number,25
i dont want ordr order number could uhelp me cancel it,0
can i send some feedback for a product,22
i do not know what to do to create a gold account,10
